miRNA,Target_Gene,Is_DEG,DEG_Expression_Direction,Predicted_Regulatory_Relationship,Database,Evidence_Type,miRNA_log2FC,miRNA_Direction,miRNA_pvalue,Target_log2FC,Target_Direction,Target_padj,Relationship_Category
hsa-miR-1269a,C8A,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,3.199,Up-regulated,1.32e-05,19.831,Up-regulated,0.000250002,Inconsistent_Both_Up
hsa-miR-1269a,F11,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,3.199,Up-regulated,1.32e-05,25.598,Up-regulated,2.64e-07,Inconsistent_Both_Up
hsa-miR-1269a,AVPR1B,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,3.199,Up-regulated,1.32e-05,-16.522,Down-regulated,0.008699258,Consistent_Inhibition
hsa-miR-1269a,ACER2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,3.199,Up-regulated,1.32e-05,-1.039,Down-regulated,0.021623149,Consistent_Inhibition
hsa-miR-1269a,RUNDC3A,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,3.199,Up-regulated,1.32e-05,1.09,Up-regulated,0.019277937,Inconsistent_Both_Up
hsa-miR-1269a,COPZ2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,3.199,Up-regulated,1.32e-05,0.702,Up-regulated,0.027678609,Inconsistent_Both_Up
hsa-miR-1269a,SMOX,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,3.199,Up-regulated,1.32e-05,1.131,Up-regulated,0.000990711,Inconsistent_Both_Up
hsa-miR-1269a,RNF39,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,3.199,Up-regulated,1.32e-05,-1.132,Down-regulated,0.04132271,Consistent_Inhibition
hsa-miR-1269a,PARP3,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,3.199,Up-regulated,1.32e-05,0.758,Up-regulated,0.010494703,Inconsistent_Both_Up
hsa-miR-1269a,NNMT,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,3.199,Up-regulated,1.32e-05,0.804,Up-regulated,0.000391705,Inconsistent_Both_Up
hsa-miR-1269a,CGB7,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,3.199,Up-regulated,1.32e-05,-1.776,Down-regulated,0.016675677,Consistent_Inhibition
hsa-miR-1269a,ZNF507,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,3.199,Up-regulated,1.32e-05,-0.543,Down-regulated,0.037422409,Consistent_Inhibition
hsa-miR-1269a,EPDR1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,3.199,Up-regulated,1.32e-05,1.091,Up-regulated,0.019277937,Inconsistent_Both_Up
hsa-miR-1269a,CCN4,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,3.199,Up-regulated,1.32e-05,1.135,Up-regulated,0.003365874,Inconsistent_Both_Up
hsa-miR-1269a,SHISA9,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,3.199,Up-regulated,1.32e-05,20.753,Up-regulated,0.000137665,Inconsistent_Both_Up
hsa-miR-1269a,SCML2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,3.199,Up-regulated,1.32e-05,-0.791,Down-regulated,0.011497774,Consistent_Inhibition
hsa-miR-1269a,ECM1,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,3.199,Up-regulated,1.32e-05,-1.087,Down-regulated,0.045067713,Consistent_Inhibition
hsa-miR-1269a,SMIM3,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,3.199,Up-regulated,1.32e-05,0.869,Up-regulated,0.001790641,Inconsistent_Both_Up
hsa-miR-1269a,RUNDC3B,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,3.199,Up-regulated,1.32e-05,-1.282,Down-regulated,0.049102047,Consistent_Inhibition
hsa-miR-1269a,KIAA0319,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,3.199,Up-regulated,1.32e-05,-1.521,Down-regulated,0.015789562,Consistent_Inhibition
hsa-miR-1269a,A1CF,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,3.199,Up-regulated,1.32e-05,18.84,Up-regulated,0.000776162,Inconsistent_Both_Up
hsa-miR-1269a,ACTL8,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,3.199,Up-regulated,1.32e-05,22.842,Up-regulated,1.19e-05,Inconsistent_Both_Up
hsa-miR-1269a,PRSS23,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,3.199,Up-regulated,1.32e-05,0.817,Up-regulated,0.020328259,Inconsistent_Both_Up
hsa-miR-1269a,MYLIP,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,3.199,Up-regulated,1.32e-05,-0.6,Down-regulated,0.045067713,Consistent_Inhibition
hsa-miR-1269a,TSC22D3,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,3.199,Up-regulated,1.32e-05,0.897,Up-regulated,0.022027507,Inconsistent_Both_Up
hsa-miR-1269a,PLA2G5,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,3.199,Up-regulated,1.32e-05,0.728,Up-regulated,0.022249828,Inconsistent_Both_Up
hsa-miR-223-3p,AFF1,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.588,Up-regulated,0.006138789,-1.025,Down-regulated,0.027523925,Consistent_Inhibition
hsa-miR-223-3p,NTRK2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.588,Up-regulated,0.006138789,1.822,Up-regulated,0.018697048,Inconsistent_Both_Up
hsa-miR-223-3p,ZBTB47,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.588,Up-regulated,0.006138789,0.701,Up-regulated,0.046518873,Inconsistent_Both_Up
hsa-miR-223-3p,TAB3,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.588,Up-regulated,0.006138789,-0.635,Down-regulated,0.049102047,Consistent_Inhibition
hsa-miR-223-3p,CCDC171,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.588,Up-regulated,0.006138789,-0.642,Down-regulated,0.045545931,Consistent_Inhibition
hsa-miR-223-3p,INPP5F,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.588,Up-regulated,0.006138789,-0.529,Down-regulated,0.037251845,Consistent_Inhibition
hsa-miR-223-3p,SIX4,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.588,Up-regulated,0.006138789,-0.764,Down-regulated,0.009851754,Consistent_Inhibition
hsa-miR-223-3p,EPDR1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.588,Up-regulated,0.006138789,1.091,Up-regulated,0.019277937,Inconsistent_Both_Up
hsa-miR-223-3p,RABGAP1L,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.588,Up-regulated,0.006138789,-0.665,Down-regulated,0.022027507,Consistent_Inhibition
hsa-miR-223-3p,LRCH2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.588,Up-regulated,0.006138789,0.755,Up-regulated,0.036367543,Inconsistent_Both_Up
hsa-miR-223-3p,KIAA0319,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.588,Up-regulated,0.006138789,-1.521,Down-regulated,0.015789562,Consistent_Inhibition
hsa-miR-223-3p,ANKRD62,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.588,Up-regulated,0.006138789,-30.0,Down-regulated,2.79e-10,Consistent_Inhibition
hsa-miR-223-3p,TSPAN5,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.588,Up-regulated,0.006138789,0.828,Up-regulated,0.008072093,Inconsistent_Both_Up
hsa-miR-223-3p,ZBTB16,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.588,Up-regulated,0.006138789,1.28,Up-regulated,0.017810079,Inconsistent_Both_Up
hsa-miR-223-3p,HYAL2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.588,Up-regulated,0.006138789,0.784,Up-regulated,0.019227908,Inconsistent_Both_Up
hsa-miR-223-3p,KCNK10,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.588,Up-regulated,0.006138789,19.728,Up-regulated,0.000288762,Inconsistent_Both_Up
hsa-miR-223-3p,BAAT,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.588,Up-regulated,0.006138789,30.0,Up-regulated,2.79e-10,Inconsistent_Both_Up
hsa-miR-223-3p,RIPOR2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.588,Up-regulated,0.006138789,-1.033,Down-regulated,0.017201477,Consistent_Inhibition
hsa-miR-223-3p,UGT1A9,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.588,Up-regulated,0.006138789,26.493,Up-regulated,6.42e-08,Inconsistent_Both_Up
hsa-miR-223-3p,SGCZ,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.588,Up-regulated,0.006138789,24.197,Up-regulated,1.83e-06,Inconsistent_Both_Up
hsa-miR-223-3p,LIMCH1,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.588,Up-regulated,0.006138789,-1.057,Down-regulated,0.034785373,Consistent_Inhibition
hsa-miR-223-3p,LHX3,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.588,Up-regulated,0.006138789,-20.128,Down-regulated,0.000250002,Consistent_Inhibition
hsa-miR-373-3p,LIMCH1,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,-1.057,Down-regulated,0.034785373,Inconsistent_Both_Down
hsa-miR-373-3p,RABGAP1L,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,-0.665,Down-regulated,0.022027507,Inconsistent_Both_Down
hsa-miR-373-3p,CYP19A1,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,-1.344,Down-regulated,0.017938909,Inconsistent_Both_Down
hsa-miR-373-3p,NTRK2,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,1.822,Up-regulated,0.018697048,Consistent_Derepression
hsa-miR-373-3p,RIPOR2,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,-1.033,Down-regulated,0.017201477,Inconsistent_Both_Down
hsa-miR-373-3p,INPP5F,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,-0.529,Down-regulated,0.037251845,Inconsistent_Both_Down
hsa-miR-373-3p,ZBTB47,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,0.701,Up-regulated,0.046518873,Consistent_Derepression
hsa-miR-373-3p,TAB3,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,-0.635,Down-regulated,0.049102047,Inconsistent_Both_Down
hsa-miR-373-3p,FOXA2,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,26.653,Up-regulated,5.33e-08,Consistent_Derepression
hsa-miR-373-3p,TTBK2,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,-0.85,Down-regulated,0.022233693,Inconsistent_Both_Down
hsa-miR-373-3p,OASL,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,1.201,Up-regulated,0.0126152,Consistent_Derepression
hsa-miR-373-3p,A1CF,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,18.84,Up-regulated,0.000776162,Consistent_Derepression
hsa-miR-373-3p,SNCA,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,1.012,Up-regulated,0.049644775,Consistent_Derepression
hsa-miR-373-3p,TMEM158,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,1.297,Up-regulated,0.003610167,Consistent_Derepression
hsa-miR-373-3p,GYPC,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,1.063,Up-regulated,0.000248806,Consistent_Derepression
hsa-miR-373-3p,KLF9,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,0.998,Up-regulated,0.019307154,Consistent_Derepression
hsa-miR-373-3p,KIAA0319,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,-1.521,Down-regulated,0.015789562,Inconsistent_Both_Down
hsa-miR-373-3p,FXYD7,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,3.323,Up-regulated,0.020763904,Consistent_Derepression
hsa-miR-373-3p,SHISA9,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,20.753,Up-regulated,0.000137665,Consistent_Derepression
hsa-miR-373-3p,FKBP5,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,1.114,Up-regulated,0.035206414,Consistent_Derepression
hsa-miR-373-3p,IFITM10,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,2.173,Up-regulated,0.010622604,Consistent_Derepression
hsa-miR-373-3p,LRP3,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,0.61,Up-regulated,0.049062508,Consistent_Derepression
hsa-miR-373-3p,NDN,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,0.781,Up-regulated,0.005332758,Consistent_Derepression
hsa-miR-373-3p,SLC28A2,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,1.397,Up-regulated,0.015617351,Consistent_Derepression
hsa-miR-373-3p,PRLHR,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,17.092,Up-regulated,0.005174159,Consistent_Derepression
hsa-miR-373-3p,FTCD,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,-1.424,Down-regulated,0.007752041,Inconsistent_Both_Down
hsa-miR-373-3p,SERPINA1,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,1.042,Up-regulated,0.045545931,Consistent_Derepression
hsa-miR-373-3p,IL2RA,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,0.927,Up-regulated,0.041520614,Consistent_Derepression
hsa-miR-373-3p,SGCZ,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,24.197,Up-regulated,1.83e-06,Consistent_Derepression
hsa-miR-373-3p,PLA2G5,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,0.728,Up-regulated,0.022249828,Consistent_Derepression
hsa-miR-373-3p,ZBTB16,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,1.28,Up-regulated,0.017810079,Consistent_Derepression
hsa-miR-373-3p,F11,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,25.598,Up-regulated,2.64e-07,Consistent_Derepression
hsa-miR-373-3p,C4orf50,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,30.0,Up-regulated,2.79e-10,Consistent_Derepression
hsa-miR-373-3p,VSIG10L2,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,24.311,Up-regulated,1.65e-06,Consistent_Derepression
hsa-miR-373-3p,ARRDC2,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,0.805,Up-regulated,0.046134188,Consistent_Derepression
hsa-miR-373-3p,CCN4,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,1.135,Up-regulated,0.003365874,Consistent_Derepression
hsa-miR-373-3p,ANKRD62,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,-30.0,Down-regulated,2.79e-10,Inconsistent_Both_Down
hsa-miR-373-3p,AGPAT5,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,-0.918,Down-regulated,0.002170178,Inconsistent_Both_Down
hsa-miR-373-3p,GREM2,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,-1.109,Down-regulated,0.04241884,Inconsistent_Both_Down
hsa-miR-373-3p,TREML2,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,-1.865,Down-regulated,0.042149404,Inconsistent_Both_Down
hsa-miR-373-3p,PRSS23,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,0.817,Up-regulated,0.020328259,Consistent_Derepression
hsa-miR-373-3p,C10orf99,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,-16.025,Down-regulated,0.0126152,Inconsistent_Both_Down
hsa-miR-373-3p,KCNE4,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,0.752,Up-regulated,0.04414703,Consistent_Derepression
hsa-miR-373-3p,ZBTB8A,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,0.686,Up-regulated,0.030104933,Consistent_Derepression
hsa-miR-373-3p,LEP,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,-2.571,Down-regulated,0.012766614,Inconsistent_Both_Down
hsa-miR-373-3p,SERPINA7,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,29.937,Up-regulated,2.79e-10,Consistent_Derepression
hsa-miR-373-3p,TSPAN5,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,0.828,Up-regulated,0.008072093,Consistent_Derepression
hsa-miR-373-3p,HYAL1,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,1.043,Up-regulated,0.029585943,Consistent_Derepression
hsa-miR-373-3p,PARP3,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,0.758,Up-regulated,0.010494703,Consistent_Derepression
hsa-miR-373-3p,SLC38A1,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,-0.883,Down-regulated,0.048990101,Inconsistent_Both_Down
hsa-miR-373-3p,SLC30A1,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,-0.64,Down-regulated,0.026340182,Inconsistent_Both_Down
hsa-miR-373-3p,SPATC1L,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,-0.876,Down-regulated,0.035816856,Inconsistent_Both_Down
hsa-miR-373-3p,TSC22D3,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,0.897,Up-regulated,0.022027507,Consistent_Derepression
hsa-miR-373-3p,CGB5,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,-1.951,Down-regulated,0.02061737,Inconsistent_Both_Down
hsa-miR-373-3p,CGB7,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,-1.776,Down-regulated,0.016675677,Inconsistent_Both_Down
hsa-miR-373-3p,ARSJ,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,0.793,Up-regulated,0.02055376,Consistent_Derepression
hsa-miR-373-3p,RAI14,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,-0.765,Down-regulated,0.030000808,Inconsistent_Both_Down
hsa-miR-373-3p,PNMA2,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,1.373,Up-regulated,0.026340182,Consistent_Derepression
hsa-miR-373-3p,HYAL2,Yes,Up-regulated,Expression derepression ↓↑,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,0.784,Up-regulated,0.019227908,Consistent_Derepression
hsa-miR-373-3p,GUCA2A,Yes,Down-regulated,Inconsistent pattern ↓↓,miRWalk,Predicted,-1.206,Down-regulated,0.006269512,-1.331,Down-regulated,0.004340065,Inconsistent_Both_Down
hsa-miR-574-3p,ACTL8,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.722,Up-regulated,0.006791029,22.842,Up-regulated,1.19e-05,Inconsistent_Both_Up
hsa-miR-574-3p,PRAMEF1,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.722,Up-regulated,0.006791029,-14.136,Down-regulated,0.048299832,Consistent_Inhibition
hsa-miR-574-3p,C4orf50,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.722,Up-regulated,0.006791029,30.0,Up-regulated,2.79e-10,Inconsistent_Both_Up
hsa-miR-574-3p,RABGAP1L,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.722,Up-regulated,0.006791029,-0.665,Down-regulated,0.022027507,Consistent_Inhibition
hsa-miR-574-3p,INPP5F,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.722,Up-regulated,0.006791029,-0.529,Down-regulated,0.037251845,Consistent_Inhibition
hsa-miR-574-3p,ZBTB47,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.722,Up-regulated,0.006791029,0.701,Up-regulated,0.046518873,Inconsistent_Both_Up
hsa-miR-574-3p,TSPAN5,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.722,Up-regulated,0.006791029,0.828,Up-regulated,0.008072093,Inconsistent_Both_Up
hsa-miR-574-3p,CCDC171,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.722,Up-regulated,0.006791029,-0.642,Down-regulated,0.045545931,Consistent_Inhibition
hsa-miR-574-3p,OASL,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.722,Up-regulated,0.006791029,1.201,Up-regulated,0.0126152,Inconsistent_Both_Up
hsa-miR-574-3p,A1CF,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.722,Up-regulated,0.006791029,18.84,Up-regulated,0.000776162,Inconsistent_Both_Up
hsa-miR-574-3p,BAAT,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.722,Up-regulated,0.006791029,30.0,Up-regulated,2.79e-10,Inconsistent_Both_Up
hsa-miR-574-3p,ARRDC2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.722,Up-regulated,0.006791029,0.805,Up-regulated,0.046134188,Inconsistent_Both_Up
hsa-miR-574-3p,SIX4,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.722,Up-regulated,0.006791029,-0.764,Down-regulated,0.009851754,Consistent_Inhibition
hsa-miR-574-3p,HAO1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.722,Up-regulated,0.006791029,18.559,Up-regulated,0.0010714,Inconsistent_Both_Up
hsa-miR-574-3p,AGPAT5,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.722,Up-regulated,0.006791029,-0.918,Down-regulated,0.002170178,Consistent_Inhibition
hsa-miR-574-3p,UGT1A9,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.722,Up-regulated,0.006791029,26.493,Up-regulated,6.42e-08,Inconsistent_Both_Up
hsa-miR-574-3p,GREM2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.722,Up-regulated,0.006791029,-1.109,Down-regulated,0.04241884,Consistent_Inhibition
hsa-miR-574-3p,USP27X,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.722,Up-regulated,0.006791029,-0.761,Down-regulated,0.049062508,Consistent_Inhibition
hsa-miR-574-3p,SHISA9,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.722,Up-regulated,0.006791029,20.753,Up-regulated,0.000137665,Inconsistent_Both_Up
hsa-miR-574-3p,FKBP5,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.722,Up-regulated,0.006791029,1.114,Up-regulated,0.035206414,Inconsistent_Both_Up
hsa-miR-574-3p,OSMR,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.722,Up-regulated,0.006791029,-1.055,Down-regulated,0.017335091,Consistent_Inhibition
hsa-miR-574-3p,IFITM10,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.722,Up-regulated,0.006791029,2.173,Up-regulated,0.010622604,Inconsistent_Both_Up
hsa-miR-574-3p,F3,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.722,Up-regulated,0.006791029,0.763,Up-regulated,0.011462858,Inconsistent_Both_Up
