miRNA,Target_Gene,Is_DEG,DEG_Expression_Direction,Predicted_Regulatory_Relationship
hsa-miR-18b-5p,FKBP5,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,SNCA,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,TPBG,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-18b-5p,IFITM10,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,GATA6,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,SCML2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-18b-5p,PRSS23,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,LMOD1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,TSC22D3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,STK39,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,SYNPR,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-18b-5p,PRR23C,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,FAM167A,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-18b-5p,PRAMEF1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-18b-5p,CYP2C19,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,RABGAP1L,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-18b-5p,ZBTB16,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,TTLL10,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,KCNIP1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,EPDR1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,GREM2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-18b-5p,TREML2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-18b-5p,RUNDC3A,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,AFF1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-18b-5p,TFPI,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-18b-5p,PRLHR,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,SGCZ,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,ZBTB8A,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,ACER2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-18b-5p,CGB7,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-18b-5p,ARSJ,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,SPATC1L,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-18b-5p,INS,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,ACTL8,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,SERPINA4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-18b-5p,IL2RA,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-365a-5p,ZNF507,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-365a-5p,RABGAP1L,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-365a-5p,ZBTB16,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,NTRK2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,IFI27,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,SLC6A2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-365a-5p,PIMREG,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,SMOX,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,ZBTB47,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,TSPAN5,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,TTLL10,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,OASL,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,IL32,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,NNMT,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,SNCA,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,EBF4,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,TAB3,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-365a-5p,ANKRD1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,LUZP4,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,COPZ2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,SIX4,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-365a-5p,EPDR1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,A1CF,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,ECM1,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-365a-5p,CCN4,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,KIAA0319,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-365a-5p,SLC38A1,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-365a-5p,CEP85,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-365a-5p,RIPOR2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-365a-5p,FXYD7,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,TREML2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-365a-5p,SHISA9,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,FKBP5,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,GNE,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-365a-5p,GEM,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,LMOD1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,LRP3,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,MYL4,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,AKR1C3,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,PRLHR,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,LURAP1L,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,C10orf99,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-365a-5p,CCDC9B,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,HYAL2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,C8A,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,FAM167A,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-365a-5p,SERPINA1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,SYNPR,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-365a-5p,SGCZ,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,ANKS4B,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,CYP19A1,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-365a-5p,F11,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,LEP,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-365a-5p,MAT1A,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,ORM1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,ORM2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,CYP2C19,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,ACER2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-365a-5p,TRNP1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,KCNIP1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,ZBTB8A,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,RUNDC3A,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,HIGD2B,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-365a-5p,C4orf50,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,INPP5F,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-365a-5p,DEFB123,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,TTBK2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-365a-5p,TMEM119,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,SAA1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,PMIS2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,PDLIM3,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,RAI14,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-365a-5p,ARRDC2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,PKD2L1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,HES6,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,MICA,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,ST6GALNAC1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,FNDC4,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,F3,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,SIX3,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,PNMA2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,AMBP,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,SNTA1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,FTCD,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-365a-5p,PLEKHG4,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,JDP2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,AGXT,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,VTN,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,ALDH1A1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,AVPR1B,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-365a-5p,LHX3,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-365a-5p,HYAL1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,FOXA2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,TRIM49D1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,GADD45B,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,KLF9,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,SELENBP1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,SERPINA4,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,SPATC1L,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-365a-5p,TENT5D,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,MGST1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,PLA2G5,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,LHX8,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,CMC4,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-365a-5p,TFPI,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-365a-5p,BAAT,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,PARP3,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,PRODH2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,BNIPL,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-365a-5p,CGB5,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-365a-5p,IL2RA,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,APOA1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,TSC22D3,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-365a-5p,SERPINA7,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-548am-3p,ZNF507,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-548am-3p,RABGAP1L,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-548am-3p,NTRK2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-548am-3p,SLC6A2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-548am-3p,LIMCH1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5708,LIMCH1,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-5708,RABGAP1L,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-5708,ZBTB16,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-5708,NTRK2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-5708,INPP5F,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-5708,NNMT,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-5708,DMTN,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-5708,ZNF507,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-5708,NSMF,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-5708,GADD45B,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-5708,CYP3A4,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-5708,CCN4,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-5708,SLC38A1,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-5708,RIPOR2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-5708,CEP85,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-5708,TREML2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-5708,FKBP5,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-5708,SNCA,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-5708,SLC6A2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-5708,GNE,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-5708,IL12B,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-5708,TSC22D3,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-5708,PRLHR,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-5708,STK39,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-5708,SERPINA1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-5708,SGCZ,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-5708,ANKRD62,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-5708,LEP,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-5708,JDP2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-5708,TTBK2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-5708,CCDC171,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-5708,KLF9,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-5708,AGPAT5,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-5708,FBXO17,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-5708,USP27X,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-5708,SHISA9,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-5708,PRSS23,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-5708,SSTR2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-5708,ZBTB8A,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-5708,IL2RA,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-5708,CGB7,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-5708,FAM167A,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-5708,C6,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-5708,GPAT2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-5708,PLA2G5,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-5708,LHX8,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-5708,METTL21C,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-5708,AKR1B10,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-5708,SPATC1L,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-5708,SYNPR,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-1302,TTLL10,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-1302,TTBK2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-1302,A1CF,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-1302,ZNF507,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-1302,NSMF,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-1302,RABGAP1L,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-1302,CEP85,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-1302,AGPAT5,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-1302,SHISA9,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-1302,AFF1,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-1302,CCN4,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-1302,SSTR2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-1302,RUNDC3B,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-1302,JDP2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-1302,ATOH8,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-1302,SMIM3,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-1302,KCNK10,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-1302,PRAMEF1,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-1302,SERPINA7,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-1302,ZBTB8A,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-1302,FBXO17,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-1302,SLC49A4,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-1302,IL32,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-214-3p,TSPAN5,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,ZBTB16,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,NTRK2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,ZBTB47,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,FOXA2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,SMOX,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,OASL,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,BAAT,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,SNCA,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,DMTN,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,TAB3,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-214-3p,A1CF,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,RAI14,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-214-3p,KIAA0319,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-214-3p,SLC30A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-214-3p,FNDC4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,TREML2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-214-3p,ACTL8,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,SHISA9,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,FKBP5,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,OSMR,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-214-3p,SERPINI1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-214-3p,TFPI,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-214-3p,PRSS23,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,LMOD1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,STK39,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,CCN2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,NDN,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,CCN4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,SELENBP1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,TSC22D3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,CCDC9B,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,ARID5A,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,SSTR2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,SERPINA1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,PLEKHG4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,PRR23C,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,ATOH8,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,SLC49A4,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-214-3p,SMIM3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,ADAMTS15,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,SGCZ,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,LEP,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-214-3p,CYP2C19,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,TRNP1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,GAGE1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,BNIPL,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-214-3p,JDP2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,PDLIM3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,GNE,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-214-3p,LIMCH1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-214-3p,RABGAP1L,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-214-3p,CYP19A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-214-3p,FBLL1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,TTBK2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-214-3p,PARP3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,LYPD3,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-214-3p,SIX4,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-214-3p,AGPAT5,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-214-3p,FBXO17,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,SIX3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,LRP3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,CSF2RB,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-214-3p,INPP5F,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-214-3p,FAM167A,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-214-3p,ANKS4B,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,MAT1A,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,AVPR1B,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-214-3p,DEFB123,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,PKD2L1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,KLF9,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,RIPOR2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-214-3p,MICA,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,C8A,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,ORM1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,ORM2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,LHX8,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,IL32,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,GYPC,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-214-3p,C10orf99,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-214-3p,CGB7,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-214-3p,METTL21C,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-31-5p,LIMCH1,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-31-5p,NTRK2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,SLC6A2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-31-5p,PIMREG,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,TTBK2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-31-5p,SMOX,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,A1CF,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,NNMT,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,RAI14,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-31-5p,C1orf56,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-31-5p,KLF9,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,KIAA0319,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-31-5p,MGST1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,CEP85,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-31-5p,AGPAT5,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-31-5p,KCNK10,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,FNDC4,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,CYP19A1,Yes,Down-regulated,Inconsistent pattern ↓↓
